Gene	H911	DIVID1	DIVID2	DIVID3	DIVID4	DIVID5	H1204	H1778	H1499	H1530
ZNF365	1.23553	1.1171	1.36957	1.50249	7.99168	1.5409	0.640676	0.931327	2.2559	0.156777
ADO	6.85972	5.16315	6.64096	9.45909	10.7125	9.89298	4.4329	5.39926	7.05871	4.60811
EGR2	2.7647	11.626	4.60489	0	3.35052	2.99213	2.45189	0.80719	0.843096	0.0609689
JMJD1C	10.8276	25.3414	22.2163	11.6793	9.48348	5.91471	9.17592	6.49984	15.7667	9.07378
MIR1296	1.57805	11.9399	19.8713	0	0	13.4755	0	3.30943	4.01859	0
REEP3	12.618	12.7296	10.4774	10.6124	23.844	20.9912	13.4893	13.6571	8.29674	12.6682
LRRTM3	1.16079	1.16109	1.50109	3.56765	1.23875	1.6327	2.17567	1.26289	2.35783	0.248956
DNAJC12	48.7954	13.6993	13.0915	13.3219	41.67	26.0678	29.351	62.4408	19.1954	38.1039
SIRT1	5.7723	12.7618	2.97473	4.57036	7.46637	7.48737	6.45418	1.3737	4.40936	0.195971
HERC4	7.27032	10.1514	6.77016	16.1722	14.0016	17.2161	6.62862	4.08933	5.028	5.70018
PBLD	3.04144	25.9463	20.5919	58.9825	39.9058	41.8165	8.6211	1.55706	1.96307	0.149519
HNRNPH3	24.3011	31.9264	27.5892	41.3186	15.1004	14.5257	43.9861	15.8397	9.67565	19.1438
SLC25A16	5.65175	6.20474	6.6248	6.04988	11.8051	16.2624	6.35594	1.87925	6.97557	2.62434
CCAR1	8.87623	25.1019	19.8713	11.4322	4.72155	5.54042	12.7244	5.73958	19.3996	11.127
SNORD98	443.989	3475.85	39.5281	28.8116	9513.1	2569.16	1319.17	3407.05	255.137	164.428
DDX50	5.28936	8.77637	5.23469	5.88006	14.4136	5.74052	10.0651	4.21127	4.14642	5.12765
DDX21	32.5021	23.8182	21.5686	11.8297	13.872	12.896	46.4377	27.6024	63.7925	25.6635
KIAA1279	13.2549	13.2743	9.67338	5.80386	17.7673	14.04	13.2238	17.8269	7.74818	18.4991
SRGN	12.2109	31.391	31.6752	2.49398	16.4187	35.929	26.7129	14.8172	10.588	11.0011
VPS26A	13.444	20.1299	9.91117	15.0473	21.6366	16.2624	15.7709	7.28733	9.27426	11.566
SUPV3L1	6.08944	10.3589	6.34964	14.8795	12.4445	6.49347	4.98233	3.19211	8.14504	2.10829
HKDC1	6.04028	3.23509	4.14769	1.83143	1.09661	2.97018	0.881845	1.29484	1.64253	0.5313
HK1	12.9172	3.29382	2.97473	2.3022	1.14858	2.0371	7.00132	14.9996	15.0117	15.0112
TSPAN15	16.8154	4.85521	5.52358	7.65007	1.24853	7.25932	4.80892	5.54689	7.5777	13.9672
C10orf35	3.6906	2.32207	7.22108	2.38257	1.03213	3.20586	4.29049	2.27204	2.38003	0.356378
H2AFY2	7.1984	4.15354	10.6146	3.31222	1.59414	3.18491	5.31651	5.5908	4.18322	6.12958
AIFM2	4.74583	3.50677	1.47395	4.61352	1.09661	2.21161	4.4562	3.19211	4.38135	4.44308
SAR1A	20.228	25.231	28.6778	34.1729	12.8823	35.3987	27.303	26.1572	24.4253	27.022
PPA1	98.2108	68.189	67.4702	44.4906	80.6268	129.852	68.1383	53.6078	72.3248	40.6347
LRRC20	3.04144	2.88616	2.91254	1.7597	4.36564	3.43081	4.19691	2.65692	6.65895	0.522591
EIF4EBP2	22.4471	13.2105	20.7007	31.6975	15.7332	15.0788	13.4673	11.1034	19.2176	17.6172
SGPL1	20.7495	17.8058	27.3438	33.9769	35.7001	17.1237	14.3688	15.5828	19.4433	15.7322
PCBD1	32.7219	34.3313	60.4823	10.0757	41.4772	61.0753	62.7793	54.7063	20.4254	36.0173
UNC5B	17.2342	2.91652	4.37503	5.80386	1.14858	2.52738	3.42875	29.9583	8.51822	17.7162
PSAP	317.636	348.34	436.288	304.048	304.249	218.96	314.976	2142.95	395.303	1085.3
CHST3	5.39749	2.60856	4.70712	3.59008	0.998898	1.9121	2.42268	1.40064	3.497	0.55743
ASCC1	5.21681	5.42752	8.06956	6.24733	11.8051	7.10685	8.95113	5.41017	6.47219	10.7258
ANAPC16	8.0433	24.4269	24.3994	42.7302	12.1262	27.3999	38.0206	14.4318	14.659	13.7098
DDIT4	41.7874	120.097	60.0979	125.207	86.1851	61.3963	314.896	56.747	24.8734	19.781
DNAJB12	6.90842	4.9403	10.4228	8.73339	2.82849	3.98664	6.56596	7.27015	9.58932	7.25497
CBARA1	14.4201	12.6247	21.6768	6.41691	11.3723	14.2349	9.45714	16.2789	9.25235	14.4739
CCDC109A	7.1936	5.81709	1.42576	2.12103	4.06192	13.4508	5.32387	3.68107	6.11625	4.96599
P4HA1	8.59056	12.7215	7.94189	17.6784	25.506	26.4525	11.5202	21.8215	6.88568	14.8114
ECD	9.53803	11.3346	23.0116	5.33619	6.93717	18.3154	14.3545	9.72282	6.84237	14.2232
FAM149B1	3.27445	2.96692	1.82634	9.70411	1.40875	3.07882	3.42875	1.0946	1.62659	0.156051
MRPS16	11.4869	9.93377	20.4393	8.44629	14.3484	19.2536	12.4449	7.49737	20.0388	14.3325
ANXA7	78.3267	60.0588	61.5361	13.85	46.7472	49.5019	65.5293	87.5122	94.9265	74.3322
PPP3CB	14.4376	27.1172	11.2861	13.8763	18.8113	18.2245	26.5544	20.4758	10.0557	20.6056
USP54	5.35125	3.91323	6.81857	1.83143	3.26067	3.37039	5.53589	1.57059	4.19546	0.506623
SEC24C	23.0936	19.0118	27.6871	12.0339	10.4147	16.7294	17.8767	31.0638	8.35146	41.2293
FUT11	6.13846	3.59286	6.46303	2.66179	3.58021	4.20473	6.69111	6.93663	4.26859	2.10829
CHCHD1	11.1128	10.8207	3.17467	2.21558	14.3158	20.7987	9.75317	21.2038	8.09327	18.7693
KIAA0913	5.42312	5.04651	7.46186	5.5529	2.78682	3.5694	5.18361	10.4582	4.28073	10.2822
CAMK2G	5.99098	5.92205	4.99656	2.38257	13.4014	4.25836	7.45666	14.3301	6.06904	9.64367
PLAU	40.6151	1.86532	1.24551	1.68112	1.10712	3.3501	1.97294	24.7423	3.35427	7.53249
VCL	39.7975	12.0876	20.483	21.208	7.99168	9.36195	15.8134	22.9738	8.93788	31.2909
AP3M1	7.88495	12.3327	12.156	8.413	2.50276	15.1982	7.61802	5.09052	7.27429	10.7718
ADK	8.68608	10.4191	8.57893	24.3906	1.14858	16.4029	14.6069	4.39954	6.96892	5.8059
MYST4	3.31363	10.4621	8.70596	12.4534	6.2361	4.18677	7.7585	1.69349	5.34509	0.332426
SAMD8	4.58282	6.17338	6.08356	8.413	7.36744	6.39065	5.37527	2.55277	7.75145	0.440573
VDAC2	6.8646	4.49232	4.2475	4.67783	10.7865	5.98911	5.91749	2.45482	4.31303	4.8464
COMTD1	5.05474	2.36514	25.1741	6.26983	12.8126	26.5414	17.6969	3.84368	7.35695	0.517509
ZNF503	4.62653	5.5857	25.1741	9.8332	1.1588	3.5104	6.32779	1.50754	3.48816	0.278715
NCRNA00245	1.2959	1.16651	1.1533	12.5745	1.01005	1.31558	1.03727	1.01277	0.605416	0.0616948
C10orf11	1.64545	2.76378	1.87883	21.1048	0	2.697	3.18492	0.999301	2.26165	0.100163
KCNMA1	3.39227	3.44905	6.88308	3.49963	4.0124	3.72408	5.11678	4.14143	4.16688	4.86717
DLG5	5.06526	3.34254	3.18992	3.78717	2.04634	2.21161	3.89577	3.47171	6.55888	1.87675
POLR3A	5.17517	4.10761	5.14967	6.8511	2.46325	3.5498	3.70364	4.44346	4.15051	5.16946
RPS24	36.2967	30.1376	67.1276	31.7116	60.3812	134.304	36.5889	33.4785	38.6981	37.9272
ZMIZ1	15.745	9.53776	12.245	6.47377	1.58556	3.32974	9.59876	11.3657	12.2093	11.8556
PPIF	8.72239	24.1385	41.7554	13.7448	20.1952	32.8497	8.92535	8.1539	9.46445	14.4618
SFTPD	1.0531	1.85378	2.46708	15.5737	0	2.90365	0.106009	0.999301	1.90357	0.0479042
C10orf57	4.71341	3.89458	4.74119	1.53343	10.3773	5.16206	3.35696	1.57733	2.78289	0.374523
ANXA11	106.469	29.0287	68.9443	59.9895	18.1416	21.8964	44.7028	64.6138	75.2965	67.0125
MAT1A	2.57701	29.9272	24.0801	27.5205	9.57994	45.1294	7.685	1.08202	2.28456	0.156777
C10orf58	12.9808	29.2408	39.6595	35.3604	10.768	25.6831	14.5421	28.1691	15.7524	17.4684
TSPAN14	10.8213	4.4495	4.62193	10.6826	3.67416	3.62784	5.12421	2.97211	4.34121	5.7583
GHITM	52.0841	61.0769	45.3241	25.0746	48.5112	67.7424	53.9368	65.6019	79.0265	46.6976
FAM190B	7.52747	11.0238	8.7377	2.34308	16.234	13.5988	8.98976	5.61829	7.67615	9.99844
WAPAL	13.3122	23.0669	19.367	7.95489	14.5116	14.04	14.2026	9.41704	13.8705	12.8142
MMRN2	5.06	4.22674	3.84472	2.07007	3.08441	3.01396	3.98236	3.72568	3.81717	8.0485
C10orf116	5.04947	2.26788	12.364	0	1.06468	6.80089	8.44513	2.00159	6.28254	0.219198
GLUD1	15.0638	28.7895	27.2291	20.8575	21.5121	30.7462	15.4939	10.3412	15.2045	12.6064
LOC728190	3.45152	3.42009	6.36585	2.5969	2.46325	2.26696	2.54865	1.3863	4.13822	0.34041
MINPP1	6.01072	4.126	6.93143	3.18969	11.6794	6.46778	4.29898	4.76992	6.83903	4.52552
PAPSS2	49.7443	21.6976	24.3569	4.95093	10.0004	18.2245	16.8758	72.1192	24.9388	40.2198
ATAD1	10.6883	20.2088	18.4788	36.9229	41.1819	22.1974	17.6899	10.1005	19.8473	12.6794
PTEN	8.63151	17.5705	9.99109	14.9441	20.0148	21.5402	12.0633	9.50096	8.70644	11.9123
STAMBPL1	2.04793	2.72264	1.70231	0	12.9519	5.38958	2.49071	1.29297	1.77839	0.250408
ACTA2	39.1971	9.83748	6.25233	9.26784	3.35052	4.31167	72.5837	14.8821	1.52014	5.12765
FAS	5.25313	1.94549	1.12953	1.51801	3.08441	3.74316	4.72532	0.867363	2.43488	0.1321
LIPA	24.8573	25.4976	25.3415	4.33934	17.2838	28.2289	27.1272	27.4143	9.23357	20.8286
IFIT3	5.42824	8.70729	5.06462	4.99222	13.7752	2.60116	9.45714	1.51957	7.20805	0.469606
IFIT1	2.77416	12.4708	13.0607	18.0628	18.1629	6.54481	8.60809	1.55367	6.65895	1.9495
IFIT5	7.99683	9.85501	7.1407	19.009	20.3463	6.49347	6.04549	4.37585	8.4734	5.06501
SLC16A12	3.87213	24.411	20.6789	13.5866	40.9204	21.6224	42.9976	3.66438	3.53664	0.528397
KIF20B	1.24164	1.56221	1.35532	7.69537	4.26315	1.50025	0.18173	0.720222	1.62659	0.0355652
RPP30	2.09262	1.61823	1.35532	7.75194	6.26967	2.83601	3.70364	1.06507	2.21527	0.227907
ANKRD1	5.3358	1.13372	1.08918	1.53343	0	1.59414	1.11828	0.761472	2.03979	0.228634
PCGF5	9.02932	19.846	7.28534	9.99027	29.8395	21.3756	14.5276	5.60729	11.644	6.06576
PPP1R3C	6.67365	10.88	5.65942	20.981	30.5726	5.98911	25.4387	3.30943	3.624	5.17991
TNKS2	9.59486	23.9622	21.5038	32.8256	23.29	23.1257	13.4599	12.3079	15.246	11.0698
FGFBP3	1.30779	1.09469	1.31931	8.49062	1.01005	1.33035	1.58385	0.728193	1.82114	0.0522591
BTAF1	5.25831	5.98495	5.86308	6.46239	12.3034	6.64738	4.17985	2.99802	3.87638	4.45338
CPEB3	1.80106	4.32685	3.44648	8.11199	3.17197	4.70205	5.18361	1.2515	2.5631	0.24315
MARCH5	8.09434	4.74869	5.91397	3.43045	5.39363	6.06337	5.13166	1.56214	7.80375	0.543639
IDE	8.89425	7.46224	6.11746	12.8961	13.6465	9.36195	8.71199	2.7725	7.64992	4.98682
HHEX	10.0305	24.7961	9.46443	1.68112	1.23875	16.5197	18.3937	4.84431	7.38337	0.535656
EXOC6	5.60124	12.0795	9.69966	15.5225	20.4674	17.2853	11.1264	3.33629	6.31575	5.97547
MYOF	16.6583	4.63132	2.05121	6.1433	4.41735	2.18345	4.58752	4.50626	5.10536	12.1555
RBP4	44.7694	24.9245	79.6521	48.1357	15.5478	20.1654	70.1564	110.086	153.362	115.142
PLCE1	6.3564	16.3351	21.3955	7.02296	12.6203	7.61376	6.26435	3.52091	3.33622	0.416621
NOC3L	5.04947	5.90106	4.84338	1.68112	6.70435	3.68575	5.81739	2.50854	2.92533	0.496461
PDLIM1	68.3365	27.1983	44.6965	27.8799	18.3122	18.5423	47.0402	32.7461	21.3182	42.521
SORBS1	2.71753	4.51373	6.46303	4.37845	3.96316	3.03568	8.03093	1.40421	2.85708	0.321538
ALDH18A1	20.9191	31.365	53.5091	48.4998	18.0134	41.4982	35.9728	31.4138	18.0332	31.9127
TCTN3	12.3572	12.786	27.6871	6.21758	14.381	19.3643	17.9941	12.4953	8.30641	19.3043
ZNF518A	4.48937	11.4848	4.21904	7.5366	13.4757	6.08809	6.54504	1.59078	3.75755	0.299038
BLNK	1.79234	6.10016	3.0057	6.48515	6.2361	3.12154	4.41735	0.836813	1.21017	0.219924
TM9SF3	41.8091	61.1455	57.5675	40.7826	39.2883	60.4998	41.2215	26.7508	33.6096	31.7655
PIK3AP1	23.5323	16.5163	8.99132	13.85	6.93717	7.08141	7.24011	2.08904	4.08065	0.558155
LCOR	5.46402	10.6675	7.39771	13.5073	13.593	10.0428	4.59522	2.09368	6.59223	1.75341
FRAT2	4.67548	11.2089	25.6588	6.79381	13.2291	16.5197	6.45418	1.41489	3.10627	0.0972599
RRP12	7.17438	2.71232	6.04965	8.04475	1.10712	3.4906	7.51728	4.71164	8.73822	11.3553
PGAM1	2.35527	1.52529	1.59414	13.4411	0	1.87953	2.28517	1.34283	2.50489	0.378878
EXOSC1	9.21742	8.53689	12.4536	10.5984	22.4238	22.0332	9.69366	6.49984	6.91232	5.87473
ZDHHC16	10.1633	3.39108	8.67421	1.89751	1.01005	5.76545	6.74653	4.77523	3.38573	12.0481
MMS19	8.3619	8.67294	8.46769	2.8429	11.1538	6.21147	7.08343	10.3646	3.77889	15.5667
UBTD1	5.84219	1.3328	1.64845	7.74063	1.08603	3.60842	0.640676	10.4739	13.2666	4.836
DHDPSL	1.51285	6.64899	12.245	18.3962	1.59414	7.28469	3.91312	0.883318	0.353896	0.140809
MORN4	1.55376	2.91652	3.32636	1.89751	1.14858	3.83779	4.40048	1.45546	2.19768	0.246053
PI4K2A	5.85215	3.94116	4.41735	7.71801	9.75273	3.93118	2.32466	4.75931	7.72528	7.10958
AVPI1	1.86223	4.62064	12.3043	7.36587	1.06468	3.47074	1.41627	1.1916	3.14364	0.277263
MARVELD1	6.5206	2.5352	3.35649	1.54875	1.59414	3.68575	4.82408	6.04532	4.16688	4.52036
ZFYVE27	5.92171	10.4105	12.8769	8.17911	7.10299	13.9667	13.0202	14.9472	9.18655	11.2298
SFRP5	17.4591	31.4343	71.1025	22.018	9.67607	20.0827	33.2247	24.5621	2.07716	16.2141
GOLGA7B	4.95439	2.91652	5.50659	3.1646	8.28561	4.5212	5.82456	5.12822	2.48349	0.558155
CRTAC1	1.38079	1.23568	1.081	1.51801	1.02113	1.35959	0.545189	4.38177	2.20942	0.24315
C10orf28	5.10199	10.6333	2.40182	1.5791	5.39363	7.0305	8.67307	2.3677	7.08197	0.422428
LOXL4	47.4773	5.92205	22.5178	6.3942	15.3842	4.80488	39.9804	90.1516	3.77036	47.8235
HPS1	7.31815	5.70148	10.3956	6.72508	11.2086	7.18313	9.76508	13.161	11.4159	14.7473
GOT1	11.1508	12.7457	7.90995	3.33618	12.8823	8.84136	15.5153	15.1834	8.2032	12.831
SLC25A28	4.91723	3.62143	7.26928	13.6657	9.25784	3.01396	5.80305	1.50237	6.62559	0.539284
ENTPD7	5.26867	3.49717	6.10051	13.7579	5.71662	9.26302	3.97371	1.53837	3.61966	0.447105
COX15	4.30291	4.54583	4.37503	2.66179	9.92442	4.62468	6.12334	2.21524	2.33547	0.482671
CUTC	4.90126	5.70148	8.13334	1.56397	7.63093	5.54042	4.90716	1.68043	8.78269	0.352749
DNMBP	5.47423	4.96155	7.09245	6.32625	1.52489	3.98664	5.64464	1.35377	6.75235	0.372346
ERLIN1	9.07422	10.5478	7.06026	11.6108	8.31819	9.33723	11.9719	7.64151	6.88568	9.81254
CHUK	8.37566	7.31568	6.36585	6.75944	15.4606	10.4276	6.41213	10.1392	7.86901	4.61328
CWF19L1	5.21161	9.93377	3.90286	4.5487	11.1538	7.46207	5.81739	1.69784	6.76569	4.81524
SNORA12	386.484	435.088	359.291	75.3824	938.176	862.078	516.707	222.602	226.881	154.62
BLOC1S2	17.0476	10.0036	9.54251	2.38257	8.48094	14.7187	9.099	10.9926	19.6634	13.9142
SCD	47.586	9.92503	11.5434	11.4735	12.6027	10.4276	13.7959	93.3841	55.3189	40.6386
NCRNA00263	5.3255	2.99705	5.98181	2.92751	1.1383	2.97018	1.68006	15.7853	7.87877	16.9852
NDUFB8	63.3052	31.2178	91.486	8.3908	78.0052	128.721	63.9092	129.241	85.736	91.6328
HIF1AN	8.60875	9.1303	7.92592	7.02296	6.09299	5.38958	8.77678	8.5615	7.01549	12.6176
FAM178A	4.63197	10.5906	6.72173	11.5971	16.9926	14.1618	5.92463	3.9973	6.26926	4.65464
MRPL43	5.59112	4.42807	7.39771	2.12103	8.08979	13.6972	5.80305	4.76461	4.24832	4.73746
LZTS2	5.76729	5.23727	6.21915	8.62326	1.01005	3.30929	2.46162	4.46437	4.29689	2.31982
SFXN3	9.02932	4.22674	3.80099	1.59414	6.18828	4.44335	7.28763	2.81308	3.57608	10.9152
BTRC	4.18912	6.00591	3.5359	7.26317	11.6434	4.46933	5.96025	2.65692	6.29914	0.530574
POLL	4.86926	6.56972	4.67305	5.53337	14.4245	6.80089	12.9663	2.3725	4.28477	1.91261
DPCD	8.19612	3.55467	29.8832	0	6.90397	18.5875	5.91749	9.04033	6.8357	8.97293
FBXW4	6.55526	11.3597	11.2577	22.4157	1.93813	11.076	10.5901	5.89479	11.7628	4.88276
NPM3	9.99265	3.8385	9.80513	27.5349	16.2231	22.9621	8.48431	13.1113	7.14504	14.4456
MGEA5	13.0446	37.3577	28.0455	2.95501	21.4188	23.9149	14.1881	9.70745	21.4291	14.1705
C10orf76	5.19601	5.76456	7.92592	3.1646	11.0074	6.82645	6.39108	2.29108	6.51552	4.65464
HPS6	6.13846	4.33592	5.20069	3.21458	15.8313	5.49021	5.92463	4.94569	7.64992	9.43346
LDB1	7.45157	10.9562	19.2571	6.65642	9.5414	5.56549	11.959	12.2753	10.3043	11.3553
PPRC1	6.15314	2.5772	6.15136	6.3602	1.03213	2.60116	3.40187	2.85895	5.70551	2.43816
NOLC1	14.6042	13.6393	27.4911	12.1967	11.1173	5.08586	16.5045	16.6564	16.3166	15.4956
GBF1	13.1656	10.8291	27.2456	13.7184	7.89347	5.59054	10.3933	22.9448	6.88901	18.1259
NFKB2	7.33249	3.96902	6.10051	8.29068	1.08603	2.09682	4.00824	3.64772	6.74568	10.0506
PSD	3.26468	2.87602	3.1135	2.52912	2.54251	2.47719	2.82431	12.4218	3.41707	2.27183
CUEDC2	19.1266	12.6812	15.1697	19.7753	9.38666	17.928	22.9539	28.6193	9.96008	25.4058
TMEM180	1.44339	1.27196	1.253	12.9228	1.01005	1.45893	1.28643	1.29856	1.7999	0.176375
ACTR1A	33.1735	21.4752	33.5028	12.5745	16.0165	17.0774	43.7367	54.237	39.0956	43.6592
TRIM8	11.9059	17.1101	31.5177	17.8274	10.4521	6.06337	17.8974	11.2065	21.0181	11.2127
ARL3	6.65396	6.41379	5.64244	3.49963	15.9838	8.04184	8.17616	8.47813	8.91892	11.0011
SFXN2	2.5677	4.55652	4.8604	10.9617	0	5.49021	6.17274	0.703488	2.2559	0.0587915
C10orf26	12.5098	9.3127	8.41997	10.246	10.8049	11.948	10.2713	13.0205	7.90811	7.2796
C10orf32	4.45065	19.7513	5.09864	19.009	29.9854	23.1257	10.3445	2.17293	10.0158	0.414443
CNNM2	2.36444	2.18039	5.06462	3.1646	5.39363	3.0573	5.04969	4.8124	3.97282	5.16946
NT5C2	8.23305	11.9645	7.31745	10.7385	9.84824	6.77533	7.13803	3.28264	8.27741	6.7858
INA	8.88976	8.74178	22.1086	2.62968	13.926	6.44208	14.2026	26.6306	11.0567	26.0273
USMG5	29.5807	23.5302	54.5641	19.9986	62.0293	140.133	67.4055	31.7846	47.7868	46.4426
MIR1307	2.32784	7.08681	1.46027	0	0	0	2.26536	1.09876	2.3073	0.227181
PDCD11	5.67694	4.62064	3.12882	3.9769	1.11757	3.26817	4.79376	3.05007	3.88481	4.85159
NEURL	6.56515	20.6039	24.3569	9.54574	14.8712	8.79162	12.0502	22.3945	8.58215	15.9834
SH3PXD2A	5.7973	3.16619	2.4345	3.1646	2.04634	2.37413	3.32994	5.84479	3.06867	0.450009
SLK	5.91179	14.9254	6.47922	8.0223	8.8379	5.6406	6.5799	1.49547	20.5624	0.254762
C10orf78	2.55839	3.66891	1.94826	1.7597	11.8588	4.39982	2.40316	1.00605	3.06395	0.0522591
GSTO1	53.2768	14.6652	25.4084	37.0899	16.1253	39.1152	35.6949	32.4528	23.3838	41.9782
GSTO2	8.2561	6.16293	8.72183	2.07007	16.7439	17.0543	9.90861	5.02604	7.36355	6.21478
ITPRIP	5.57085	9.5289	8.38816	0	1.49851	3.66651	5.6157	4.74871	6.31907	0.502993
XPNPEP1	19.2584	22.7159	34.584	12.5073	16.8197	31.7831	22.1801	19.1027	20.4961	18.6043
ADD3	13.4185	71.9693	56.7067	56.5473	37.0255	49.1655	32.4309	10.0463	6.43887	12.5052
MXI1	5.31518	16.4436	9.16541	8.56806	1.8673	14.332	8.66658	2.85384	7.73182	2.52855
SMNDC1	12.0648	11.9235	5.03059	10.0045	17.1976	7.76512	11.6871	6.19109	8.4862	11.1613
DUSP5	13.4526	30.6267	48.8126	4.20074	5.95094	28.6434	5.57947	14.1284	15.2738	13.9835
SMC3	10.2265	32.0469	23.8244	18.3838	7.10299	4.62468	18.1459	10.8742	18.226	8.80846
PDCD4	26.507	170.936	120.337	180.39	47.9946	104.577	266.197	18.5031	32.2402	21.4778
NCRNA00081	6.18735	5.60676	4.4344	2.25977	17.0682	6.97955	5.91749	2.40146	6.26594	0.494284
SHOC2	13.6065	25.6351	20.8095	15.0731	16.1796	36.3811	15.962	10.4816	18.9967	12.2233
ADRA2A	1.34602	11.5845	20.09	7.86482	4.0124	3.3906	10.4179	1.49374	2.4942	0.315006
GPAM	1.82722	4.41735	3.14412	1.83143	8.22039	2.79025	1.80699	1.24197	2.66675	0.10597
ACSL5	1.55647	2.75351	2.7239	6.86255	0	1.58093	1.46928	1.04789	1.76389	0.192342
ZDHHC6	8.61334	10.0384	4.96253	14.1908	3.39587	14.0888	3.81745	4.55873	3.82989	10.7143
VTI1A	3.32343	2.79451	3.78637	1.53343	5.71662	3.07882	5.88894	2.2011	3.29089	0.40791
TCF7L2	4.00441	3.81976	5.67639	2.21558	1.11757	2.26696	3.35696	1.30971	2.25013	0.336054
HABP2	6.31638	12.9467	31.7067	2.38257	1.04305	3.18491	7.14485	1.47466	1.87651	6.56684
CASP7	12.052	8.206	7.83005	4.52696	9.8673	12.2241	8.45819	3.27729	7.56784	4.7012
DCLRE1A	3.08003	9.16649	5.93093	10.0045	7.43341	5.6406	6.01001	1.8256	4.13002	0.218472
NHLRC2	6.15314	12.6247	20.1993	5.03331	17.7566	17.768	8.20908	3.34706	7.72855	1.6911
C10orf118	6.15803	25.0927	23.931	8.76637	3.48745	7.20853	11.4946	3.84933	5.83895	0.473235
MIR2110	10.3783	31.1137	19.1251	0	0	32.2276	44.8022	9.75345	6.36895	0
AFAP1L2	3.23537	5.03589	4.51966	1.56397	1.1383	2.97018	5.96025	2.64694	0.806799	0.496461
ABLIM1	20.9135	22.7798	28.8232	10.1894	13.5397	7.68948	35.1733	23.9925	15.1768	24.0494
FAM160B1	7.29425	7.22904	9.24446	19.2904	5.39363	7.20853	6.51014	3.87197	9.18341	5.03893
TRUB1	6.37638	10.4621	7.25321	2.49398	11.7692	15.1743	6.72577	2.93594	6.92564	0.449282
ATRNL1	4.42291	3.31334	4.48556	15.356	14.5116	12.0393	5.02726	4.72222	8.07059	1.77493
PNLIP	1274.55	159806	105036	98637.2	79428.2	50969.6	5286.9	1607.84	6655.37	2108.2
PNLIPRP1	233.473	3820.84	6500.61	3706.48	1733.54	1373.04	1116.09	61.4436	1273.12	267.201
PNLIPRP2	251.359	29570.9	20220.5	24106.9	13077.6	5463.52	1164.98	91.3665	536.897	47.2026
KIAA1598	11.6266	12.9066	12.7552	7.41145	1.22892	4.90735	16.1032	5.80044	10.686	10.438
SLC18A2	5.08626	1.35768	3.31127	0	13.8075	2.26696	3.39291	1.21113	3.06867	0.42896
PDZD8	22.5364	23.1947	25.7921	7.03441	15.1222	17.4695	40.2937	29.6981	44.623	29.2906
RAB11FIP2	4.69717	8.63873	4.55376	3.33618	9.38666	6.67298	4.69481	1.96966	5.06653	0.384685
C10orf84	6.58986	10.582	11.1162	7.00004	11.481	18.2471	16.3639	3.32554	11.1232	1.70126
C10orf46	8.93934	17.8848	19.301	9.76154	13.743	17.7909	8.28795	8.29377	12.1747	13.2508
EIF3A	9.6327	27.054	20.7442	29.1975	12.6903	8.54245	34.0617	3.29335	20.1771	2.03984
SNORA19	3402.05	6420.4	2015.18	1334.63	20851.7	8714	2728.31	5195.5	1586.23	2587.66
SFXN4	9.18613	10.7356	24.0163	16.0834	35.6078	23.9692	7.91162	3.72568	7.38337	2.0805
PRDX3	33.1032	58.4844	34.0908	9.19203	76.6257	68.6334	48.556	57.5814	21.4575	49.6849
RGS10	3.45152	2.62941	3.22036	1.59414	17.5205	2.99213	4.1713	4.41141	2.58404	0.280892
TIAL1	11.1318	17.8058	21.0703	2.92751	13.5183	13.5988	16.9387	10.4505	10.2962	12.2741
BAG3	8.5769	9.63509	12.3043	8.35746	1.36272	5.28865	15.7212	11.5334	12.3133	14.4375
INPP5F	4.23042	5.23727	3.0057	5.91799	8.05709	3.22671	6.62166	11.6937	10.9573	5.74773
C10orf119	13.1338	13.1467	12.2745	18.507	23.5825	21.2384	17.9389	12.2429	19.348	16.661
SEC23IP	9.92309	10.4792	8.9438	4.09998	6.37025	7.63901	13.4014	5.53593	6.47885	11.9576
WDR11	7.02002	10.8631	12.6341	13.0296	10.7865	12.9953	11.5842	4.6008	7.19811	10.4265
FGFR2	1.871	14.5049	23.0973	8.99624	6.04551	7.96647	8.80913	0.914031	1.82114	0.22573
ATE1	7.27511	10.6504	4.8604	9.84747	17.778	15.5077	8.7444	4.38177	8.93471	2.15107
NSMCE4A	10.6376	9.75845	21.7417	3.06191	9.5414	24.1864	17.7314	3.33091	5.51155	2.81201
PLEKHA1	14.2021	11.7337	6.7863	25.2056	18.8113	15.2698	8.55603	11.143	19.3008	9.99844
HTRA1	18.9775	11.7999	24.8454	3.91437	13.497	15.7682	15.4584	20.942	5.92981	14.9154
CUZD1	195.815	1750.7	1157.14	625.65	540.022	1069.62	827.067	26.0967	2050.71	89.2359
C10orf88	2.88811	3.5451	3.61001	1.51801	10.9339	2.83601	3.4377	1.39348	3.31812	0.24315
IKZF5	5.9811	12.7376	15.1697	5.23624	20.1351	12.3176	15.5721	4.32859	9.2085	4.71674
ACADSB	1.96795	5.82759	5.14967	3.99758	4.76549	8.5674	7.37565	0.969474	2.58926	0.193794
BUB3	11.9123	12.4708	22.2163	20.1411	15.0567	14.332	13.9197	10.1469	9.26172	14.1665
CHST15	5.687	4.5779	6.75402	9.25706	10.8049	3.45081	5.59396	1.79452	2.97833	0.455089
